OBJECTID,VAPID,LandmkName,Address,City,State,Zip,Phone,URL,X,Y,LOC,LastCheck,PlaceType,SrcTyp,Src,FIPScode,FIPSname
1064,51015000015634,Woodrow Wilson Rehabilitation Center Police Department,40467 WOODROW WILSON AVE,FISHERSVILLE,VA,22939,-,https://www.wwrc.virginia.gov/PoliceDepartment.htm,-78.99163813,38.11799346,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Police - Higher Education,DCJS,51015,Augusta County
1065,51059000261049,Northern Virginia Community College Police Department,8333 LITTLE RIVER TPKE,ANNANDALE,VA,22003,-,https://www.nvcc.edu/police/,-77.2338497,38.8347211,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Police - Higher Education,DCJS,51059,Fairfax County
1066,51125000006350,Wintergreen Police Department,85 WINTERGREEN DR,ROSELAND,VA,22967,-,https://www.wintergreenpolice.org/,-78.96946724,37.90413205,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Police - Private,DCJS,51125,Nelson County
1067,51065000005780,Lake Monticello Police Department,857 JEFFERSON DR,PALMYRA,VA,22963,-,https://lmoa.org/public-safety,-78.31406003,37.92309429,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Police - Private,DCJS,51065,Fluvanna County
1068,51085000033608,Kings Dominion Police Department,16000 THEME PARK WAY,DOSWELL,VA,23047,-,https://www.kingsdominion.com/,-77.44666557,37.84044576,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Police - Private,DCJS,51085,Hanover County
1069,51760000057041,Virginia Division Of Capital Police,200 N 9TH ST,RICHMOND,VA,23219,-,https://dcp.virginia.gov/,-77.43467453,37.54015998,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,DCJS,51760,Richmond City
1070,51087000054459,Virginia Department of Wildlife Resources Conservation Police,7870 VILLA PARK DR,HENRICO,VA,23228,-,https://dwr.virginia.gov/conservation-police/,-77.46632404,37.62790832,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,DCJS,51087,Henrico County
1071,51770000012907,Carilion Health System Police Department Headquarters,1906 BELLEVIEW AVE SE,ROANOKE,VA,24014,-,https://www.carilionclinic.org/carilion-clinic-police,-79.94240976,37.25171588,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Police - Private,DCJS,51770,Roanoke City
1072,51710000061778,Virginia Port Authority Police Department,7737 HAMPTON BLVD,NORFOLK,VA,23505,-,https://www.portofvirginia.com/,-76.31108984,36.91765804,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,DCJS,51710,Norfolk City
1073,51760000078639,Virginia Department of Corrections,6900 ATMORE DR,RICHMOND,VA,23225,-,https://vadoc.virginia.gov/,-77.52356852,37.50388297,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,DCJS,51760,Richmond City
1074,51760000070142,Virginia Department of Juvenile Justice,600 E MAIN ST,RICHMOND,VA,23219,-,https://www.djj.virginia.gov/,-77.43854735,37.53977022,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,Agency,51760,Richmond City
1075,51760000057048,Virginia Department of Motor Vehicles Law Enforcement Division,2300 W BROAD ST,RICHMOND,VA,23220,-,https://www.dmv.virginia.gov/policies-regulations/law-enforcement-division,-77.46350601,37.56000098,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,DCJS,51760,Richmond City
1076,51760000058233,Virginia Office of State Inspector General,101 N 14TH ST,RICHMOND,VA,23219,-,https://www.osig.virginia.gov/,-77.43008957,37.5367383,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,DCJS,51760,Richmond City
1077,51760000070142,Virginia Lottery Law Enforement,600 E MAIN ST,RICHMOND,VA,23219,-,https://www.valottery.com/playingmatters/security,-77.43854735,37.53977022,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,DCJS,51760,Richmond City
1078,51760000070142,Virginia Department of Conservation And Recreation,600 E MAIN ST,RICHMOND,VA,23219,-,https://www.dcr.virginia.gov/public-safety-law-enforcement/,-77.43854735,37.53977022,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,DCJS,51760,Richmond City
1079,51041000123549,Virginia State University Police Department,21012 SERVICE RD,PETERSBURG,VA,23806,-,https://www.vsu.edu/police/,-77.41629346,37.23814359,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Police - Higher Education,DCJS,51041,Chesterfield County
1080,51740000049554,Norfolk Naval Shipyard Police Department,2900 EFFINGHAM ST,PORTSMOUTH,VA,23709,-,https://www.nsnbg.com/editorial-content/naval-station-norfolk-security-department/,-76.30556106,36.81669057,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Federal,Agency,51740,Portsmouth City
1081,51013000042427,Joint Base Meyer - Henderson Hall Police,204 LEE AVE,FORT MEYER,VA,22211,-,https://home.army.mil/jbmhh/about/Base/directorate-emergency-services,-77.08045144,38.8811068,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Federal,Agency,51013,Arlington County
1082,51810000052021,Naval Air Station Oceana Police,797 NS HORNET DR,VIRGINIA BEACH,VA,23460,-,https://cnrma.cnic.navy.mil/Installations/NAS-Oceana/,-76.02832294,36.81313047,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Federal,Agency,51810,Virginia Beach City
1083,51810000111497,Joint Expeditionary Base Little Creek-Fort Story Police,3537 LC NIDER BLVD,NORFOLK,VA,23521,-,https://cnrma.cnic.navy.mil/Installations/JEB-Little-Creek-Fort-Story/Operations-and-Management/Security/,-76.15403001,36.91196121,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Federal,Agency,51810,Virginia Beach City
1084,51710000001927,Naval Station Norfolk Police,7811 HAMPTON BLVD,NORFOLK,VA,23505,-,https://www.nsnbg.com/editorial-content/naval-station-norfolk-security-department/,-76.32203345,36.92221105,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Federal,Agency,51710,Norfolk City
1085,51107000003261,Mount Weather (FEMA) Police,19850 BLUERIDGE MOUNTAIN RD,BLUEMONT,VA,20135,-,-,-77.88777652,39.06352001,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Federal,Agency,51107,Loudoun County
1086,51650000035129,NASA Langley Research Center Police,1 LANGLEY BLVD,HAMPTON,VA,23665,-,https://www.nasa.gov/langley/,-76.38076151,37.08644968,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Federal,Agency,51650,Hampton City
1087,51199000037919,Naval Weapons Station Yorktown Police,MAIN RD,YORKTOWN,VA,23690,-,https://cnrma.cnic.navy.mil/Installations/WPNSTA-Yorktown/,-76.54882315,37.24040791,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Federal,Agency,51199,York County
1088,51099000010076,Naval Surface Warfare Center Dahlgren Police,6149 WELSH RD,DAHLGREN,VA,22448,-,https://www.navsea.navy.mil/Home/Warfare-Centers/NSWC-Dahlgren/,-77.03744356,38.32682037,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Federal,Agency,51099,King George County
1089,51775000005161,Cardinal Criminal Justice Academy,917 CENTRAL AVENUE,SALEM,VA,24153,-,https://cardinalacademy.org/,-80.06474201,37.2823025,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51775,Salem City
1090,51015000002847,Central Shenandoah Criminal Justice Academy,3045 LEE HWY,WEYERS CAVE,VA,24486,-,https://www.cscjta.org/,-78.94140566,38.27789076,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51015,Augusta County
1091,51680000022255,Central Virginia Criminal Justice Academy,1200 CHURCH ST,LYNCHBURG,VA,24505,-,https://www.cscjta.org/,-79.14039034,37.41153041,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51680,Lynchburg City
1092,51131000006961,Chesapeake Bay Bridge-Tunnel Police Academy,32386 LANKFORD HWY,CAPE CHARLES,VA,23310,-,https://www.cbbt.com/,-75.96805049,37.13388031,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51131,Northampton County
1093,51550000006755,Chesapeake Police Academy,1080 SENTRY DR,CHESAPEAKE,VA,23323,-,https://www.cityofchesapeake.net/935/Training-Academy,-76.34032566,36.69086201,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51550,Chesapeake City
1094,51550000006755,Chesapeake Sheriff's Training Academy,1080 SENTRY DR,CHESAPEAKE,VA,23323,-,https://www.cityofchesapeake.net/935/Training-Academy,-76.34032566,36.69086201,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51550,Chesapeake City
1095,51149000010932,Crater Criminal Justice Training Academy,6130 COUNTY DR,DISPUTANTA,VA,23842,-,https://ccjta.org/,-77.28835275,37.17536164,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,Agency,51149,Prince George County
1096,51087000125672,CSX Transportation Police,4900 OLD OSBORNE TPKE,RICHMOND,VA,23231,-,https://www.csx.com/index.cfm/about-us/company-overview/csx-police-department/,-77.41158808,37.5165617,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Police - Private,DCJS,51087,Henrico County
1097,51760000058347,Virginia Department of Criminal Justice Services Academy,1100 BANK ST,RICHMOND,VA,23219,-,https://www.dcjs.virginia.gov/,-77.43331562,37.53743021,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51760,Richmond City
1098,51760000070142,Virginia Department of Juvenile Justice Investigative Unit,600 E MAIN ST,RICHMOND,VA,23219,-,https://www.djj.virginia.gov/,-77.43854735,37.53977022,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,DCJS,51760,Richmond City
1099,51760000078639,Virginia Department of Corrections Investigative Unit,6900 ATMORE DR,RICHMOND,VA,23225,-,-,-77.52356852,37.50388297,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,DCJS,51760,Richmond City
1100,51059000037668,Fairfax County Criminal Justice Academy,14601 LEE RD,CHANTILLY,VA,20151,-,https://www.fairfaxcounty.gov/sheriff/criminal-justice-academy,-77.45098247,38.88813717,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51059,Fairfax County
1101,51650000034475,Hampton Police Academy,300 BUTLER FARM RD,HAMPTON,VA,23666,-,https://hampton.gov/814/The-Academy,-76.40067858,37.06567949,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51650,Hampton City
1102,51700000012673,Hampton Roads Criminal Justice Training Academy,805 CITY CENTER BLVD,NEWPORT NEWS,VA,23606,-,https://hrcjta.org/,-76.47259936,37.09473567,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51700,Newport News City
1103,51085000003994,Hanover County Sheriff's Academy,7522 COUNTY COMPLEX RD,HANOVER,VA,23069,-,https://www.hanoversheriff.com/173/Training-Unit,-77.36655596,37.76495363,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51085,Hanover County
1104,51087000075852,Henrico County Police Training Academy,7701 E PARHAM RD,HENRICO,VA,23273,-,https://joinhenricopolice.com/training-academy/,-77.5281402,37.62963101,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51087,Henrico County
1105,51087000132979,Henrico County Sheriff's Office Training Academy,4317 E PARHAM RD,HENRICO,VA,23228,-,https://henrico.us/sheriff/training/,-77.51797374,37.62852425,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51087,Henrico County
1106,51155000017904,New River Criminal Justice Training Academy,601 MARCY RD,DUBLIN,VA,24084,-,https://nrcjta.org/,-80.6729753,37.09230354,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51155,Pulaski County
1107,51700000082935,Newport News Police Training Academy,5851 JEFFERSON AVE,NEWPORT NEWS,VA,23605,-,ttps://www.nnva.gov/211/Training-Section,-76.4367646,37.00568067,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51700,Newport News City
1108,51710000015267,Norfolk International Airport Police Department,2200 NORVIEW AVE,NORFOLK,VA,23518,-,https://www.norfolkairport.com/,-76.20447863,36.89831275,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Police - Private,DCJS,51710,Norfolk City
1109,51710000024941,Norfolk Police Academy,2500 N MILITARY HWY,NORFOLK,VA,23502,-,https://www.norfolk.gov/308/Recruitment,-76.21160853,36.88006389,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51710,Norfolk City
1110,51710000044717,Norfolk City Sheriff's Office Training Academy,811 E CITY HALL AVE,NORFOLK,VA,23510,-,https://norfolk-sheriff.com/divisions/training,-76.28477293,36.84619315,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51710,Norfolk City
1111,51107000042301,Northern Virginia Criminal Justice Academy,45299 RESEARCH PL,ASHBURN,VA,20147,-,https://www.nvcja.org/,-77.43436298,39.05001453,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51107,Loudoun County
1112,51089000014370,Piedmont Regional Criminal Justice Training Academy,1024 DUPONT RD,MARTINSVILLE,VA,24112,-,https://prcjta.org/,-79.89019278,36.66188689,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51089,Henry County
1113,51740000014255,Portsmouth Sheriff's Training Academy,1725 GREEN ST,PORTSMOUTH,VA,23704,-,https://portsmouthsheriffsofficeva.gov/training/,-76.30461421,36.82560396,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51740,Portsmouth City
1114,51001000022912,Bloxom Police Department,26129 SHOREMAIN DR,​BLOXOM,VA,23308,-,https://www.facebook.com/people/Town-of-Bloxom/100064604082567/?sk=about,-75.6210425,37.82926835,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Police - Town,DCJS,51001,Accomack County
1115,51153000019788,Prince William County Criminal Justice Academy,13101 PUBLIC SAFETY DR,NOKESVILLE,VA,20181,-,https://www.pwcva.gov/policetraining,-77.58566038,38.66373273,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51153,Prince William County
1116,51177000026128,Rappahannock Regional Criminal Justice Academy,3630 LEE HILL DR,FREDERICKSBURG,VA,22408,-,www.rrcja.org,-77.45392003,38.27032757,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51177,Spotsylvania County
1117,51760000038154,Richmond City Police Academy,1202 W GRAHAM RD,RICHMOND,VA,23220,-,https://www.rva.gov/police/personnel,-77.44967423,37.56429873,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51760,Richmond City
1118,51760000020774,Richmond City Sheriff's Office Training Center,1701 FAIRFIELD WAY,RICHMOND,VA,23223,-,https://www.rva.gov/sheriff/home,-77.4234016,37.54772092,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51760,Richmond City
1119,51770000012626,Roanoke County Criminal Justice Academy,5401 BARNES AVE NW,ROANOKE,VA,24019,-,https://www.roanokecountyva.gov/347/Roanoke-County-Criminal-Justice-Academy,-79.97235519,37.33369697,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51770,Roanoke City
1120,51770000012626,Roanoke City Police Academy,5401 BARNES AVE NW,ROANOKE,VA,24019,-,https://www.roanokeva.gov/290/Roanoke-Police-Academy,-79.97235519,37.33369697,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51770,Roanoke City
1121,51001000003366,Saxis Police Department,ADDRESS NOT PROVIDED,NO DATA,VA,00000,-,-,-75.72065202,37.92749077,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Police - Town,Agency,51001,Accomack County
1122,51069000026904,Skyline Regional Criminal Justice Academy,2182 THIRD ST,MIDDLETOWN,VA,22625,-,https://www.usdeputy.org/training/completed-trainings/1115-skyline-regional-criminal-justice-academy-virginia.html,-78.27724068,39.02622516,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51069,Frederick County
1123,51520000006635,Southwest Virginia Criminal Justice Taining Academy,1595 BONHAM RD,BRISTOL,VA,24201,-,https://svcjta.com/,-82.13157671,36.62383091,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51520,Bristol City
1124,51760000038298,Virginia Alcoholic Beverage Control Training Academy,2901 HERMITAGE RD,RICHMOND,VA,23220,-,https://www.abc.virginia.gov/,-77.4600531,37.57144447,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,DCJS,51760,Richmond City
1125,51087000004877,Virginia Associaton Of Chiefs Of Police,880 TECHNOLOGY PARK DR SUITE 100,GLEN ALLEN,VA,23059,-,https://www.vachiefs.org/,-77.45415958,37.66805441,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Association,DCJS,51087,Henrico County
1126,51810000023622,Virginia Beach Police Academy,411 INTEGRITY WAY,VIRGINIA BEACH,VA,23451,-,https://police.virginiabeach.gov/careers/training-bureau,-75.99756863,36.84561532,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,Agency,51810,Virginia Beach City
1127,51810000140430,Virginia Beach Sheriff's Office Training Academy,2501 JAMES MADISON BLVD,VIRGINIA BEACH,VA,23456,-,https://www.vbso.net/auxiliary-program,-76.061247,36.75278413,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,Agency,51810,Virginia Beach City
1128,51760000081983,Virginia Commonwealth University Police Academy,224 E BROAD ST,RICHMOND,VA,23219,-,https://police.vcu.edu/about/recruitment/,-77.43931981,37.5443069,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - Academy,DCJS,51760,Richmond City
1129,51087000054459,Virginia Department of Wildlife Resources Training Academy,7870 VILLA PARK DR,HENRICO,VA,23228,-,https://dwr.virginia.gov/conservation-police/,-77.46632404,37.62790832,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,DCJS,51087,Henrico County
1130,51760000058347,Virginia Law Enforcement Professional Standards Commission,1100 BANK ST,RICHMOND,VA,23219,-,https://www.dcjs.virginia.gov/law-enforcement/programs/vlepsc,-77.43331562,37.53743021,AP,2023/10/30 00:00:00+00,Law Enforcement Points,Law Enforcement - State,DCJS,51760,Richmond City
